location,coordinates,lat,lon
Çankırı,"['40.6667691', ' 33.4526069']",40.6667691,33.4526069
Kastamonu,"['41.3680217', ' 33.7619177']",41.3680217,33.7619177
Iğdır,"['39.8945292', ' 43.9427459']",39.8945292,43.9427459
Ardahan,"['41.0372501', ' 42.7462189']",41.0372501,42.7462189
Artvin,"['41.160506', ' 41.8398627']",41.160506,41.8398627
Hakkâri,"['37.495358', ' 44.1054777']",37.495358,44.1054777
Afyonkarahisar,"['38.6852729', ' 30.6427411']",38.6852729,30.6427411
Diğer,"['20.8978392', ' 74.1296053']",20.8978392,74.1296053
Diger,"['20.8978392', ' 74.1296053']",20.8978392,74.1296053
Diyarbakir,"['38.0814716', ' 40.4297767']",38.0814716,40.4297767
Elazig,"['38.5824771', ' 39.396179']",38.5824771,39.396179
Çankiri,"['40.6667691', ' 33.4526069']",40.6667691,33.4526069
Izmir,"['38.23166', ' 27.02997']",38.23166,27.02997
Nevsehir,"['38.7235072', ' 34.7194168']",38.7235072,34.7194168
Aydin,"['37.8483767', ' 27.8435878']",37.8483767,27.8435878
Tekirdag,"['40.9913019', ' 27.3676293']",40.9913019,27.3676293
Adiyaman,"['37.7602985', ' 38.2772986']",37.7602985,38.2772986
Kirsehir,"['39.3303066', ' 34.1265884']",39.3303066,34.1265884
Mus,"['43.741', ' 4.20191']",43.741,4.20191
Eskisehir,"['39.7743941', ' 30.519116']",39.7743941,30.519116
Mugla,"['37.1642053', ' 28.2624288']",37.1642053,28.2624288
Sirnak,"['37.455253', ' 42.5212049']",37.455253,42.5212049
Nigde,"['38.0664691', ' 34.7051438']",38.0664691,34.7051438
Agri,"['39.7779175', ' 43.168437098021585']",39.7779175,43.168437098021585
Gümüshane,"['40.2533219', ' 39.384968']",40.2533219,39.384968
,"['46.3144754', ' 11.0480288']",46.3144754,11.0480288
adıyaman,"['37.78936', ' 38.3141101']",37.78936,38.3141101
Çankaya-Ankara,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
Kartal,"['40.88858', ' 29.1856536']",40.88858,29.1856536
İzmir-Konak,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Karşıyaka,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
İstanbul-Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Ankara/Keçiören,"['39.977713', ' 32.8669801']",39.977713,32.8669801
ÇANAKKALE,"['40.0549886', ' 26.9278292']",40.0549886,26.9278292
Türkeli,"['35.2190573', ' 33.1844303']",35.2190573,33.1844303
akhisar,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
Iskenderun,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
BEYKOZ,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
İstanbul/Üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
eskişehir,"['39.6821156', ' 31.0723476']",39.6821156,31.0723476
Bozüyük/Bilecik,"['39.9065377', ' 30.0505886']",39.9065377,30.0505886
Tekirdağ/Çorlu,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
uskudar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
keşan,"['40.8548793', ' 26.6303057']",40.8548793,26.6303057
Edremit,"['39.597846', ' 27.0181836']",39.597846,27.0181836
sinop,"['41.6476377', ' 34.9560137']",41.6476377,34.9560137
Zeytinburnu/İstanbul,"['40.9898653', ' 28.9037467']",40.9898653,28.9037467
İstanbul/Türkiye,"['41.006381', ' 28.9758715']",41.006381,28.9758715
istanbul-sarıyer,"['41.1685803', ' 29.0572623']",41.1685803,29.0572623
Kadıköy/istanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
İstanbul/Bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
bağcılar,"['41.034547', ' 28.8567558']",41.034547,28.8567558
İstanbul/Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
ŞİŞLİ,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
TOSYA,"['41.0164957', ' 34.0386079']",41.0164957,34.0386079
trabzon,"['40.9098506', ' 39.77715282189265']",40.9098506,39.77715282189265
FATİH-İSTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Kadıköy/İstanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Almanya,"['51.1638175', ' 10.4478313']",51.1638175,10.4478313
Gebze,"['40.8006696', ' 29.431767']",40.8006696,29.431767
İstanbul/ Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
kartal/istanbul,"['40.88858', ' 29.1856536']",40.88858,29.1856536
ÇANKIRI,"['40.6667691', ' 33.4526069']",40.6667691,33.4526069
üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Selçuklu/KONYA,"['37.872734', ' 32.4924376']",37.872734,32.4924376
Nevsehir/Acıgöl,"['38.5501551', ' 34.508966']",38.5501551,34.508966
Gebze/Istanbul,"['40.8076023', ' 29.3640227']",40.8076023,29.3640227
Kadikoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Manavgat,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
Istanbul eminonu,"['41.017536', ' 28.9710147']",41.017536,28.9710147
Mustafakemalpaşa/BURSA,"['40.0350725', ' 28.4132778']",40.0350725,28.4132778
İZMİR/KONAK,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Sakarya ADapazarı,"['40.7726291', ' 30.4038575']",40.7726291,30.4038575
Fethiye/MUGLA,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
ANTALYA,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
Avcılar,"['40.9799389', ' 28.7216689']",40.9799389,28.7216689
Osmangazi bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Selçukulu/Konya,"['38.0211951', '32.5224943']",38.0211951,32.5224943
Tosya/KASTAMONU,"['41.0164957', ' 34.0386079']",41.0164957,34.0386079
Gölcük,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Köşklüçiftlik- LEFKOŞA,"['35.18284175', ' 33.35437794060768']",35.18284175,33.35437794060768
Çorlu/Tekirdağ,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
avcılar,"['40.9799389', ' 28.7216689']",40.9799389,28.7216689
Beyoglu,"['41.0284233', ' 28.9736808']",41.0284233,28.9736808
DARGEÇİT / MARDİN,"['37.5459484', ' 41.7206012']",37.5459484,41.7206012
Bakırköy İstanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
tarsus,"['36.9164834', ' 34.895149']",36.9164834,34.895149
İstanbul Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Gürün,"['38.7213343', ' 37.270935']",38.7213343,37.270935
fatih,"['41.0192846', ' 28.9479296']",41.0192846,28.9479296
İstanbul / Avcılar,"['40.9799389', ' 28.7216689']",40.9799389,28.7216689
Fatih / İstanbul,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Sivas/Merkez,"['39.74698465', ' 37.039647876916774']",39.74698465,37.039647876916774
Hendek,"['40.7955034', ' 30.7452727']",40.7955034,30.7452727
Pendik,"['40.8801577', ' 29.231618']",40.8801577,29.231618
seyhan adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
İSTANBUL/BAKIRKÖY,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
KAYSERİ/KOCASİNAN,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
İskenderun,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Kocasinan,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
aydın,"['37.7405798', ' 28.0676404']",37.7405798,28.0676404
Nottingham/ İNGİLTERE,"['52.9534193', ' -1.1496461']",52.9534193,-1.1496461
FETHİYE,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
Seyhan-Adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
BARTIN,"['41.4947715', ' 32.4354255']",41.4947715,32.4354255
Bağcılar / İstanbul,"['41.034547', ' 28.8567558']",41.034547,28.8567558
İzmir/Bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
kadiköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
sultanbeyli,"['40.9670242', ' 29.2671314']",40.9670242,29.2671314
Bağcılar,"['41.034547', ' 28.8567558']",41.034547,28.8567558
midyat,"['37.4152662', ' 41.3733325']",37.4152662,41.3733325
Manavgat/Antalya,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
ADIYAMAN,"['37.7602985', ' 38.2772986']",37.7602985,38.2772986
Şişli /İstanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Antalya/Kumluca,"['36.3669046', ' 30.2858418']",36.3669046,30.2858418
Yenimahalle/Ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
LÜLEBURGAZ,"['41.4041358', ' 27.3554651']",41.4041358,27.3554651
İstanbul / Üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Şişli/İstanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
BAKIRKÖY,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
KARAMAN,"['37.1796848', ' 33.3383665']",37.1796848,33.3383665
BAYBURT,"['40.2023027', ' 40.2121599']",40.2023027,40.2121599
BEYPAZARI,"['40.1661927', ' 31.9207632']",40.1661927,31.9207632
Beyoglu/Istanbul,"['41.0284233', ' 28.9736808']",41.0284233,28.9736808
EYÜP,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
İzmit / Kocaeli,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
SELİM,"['40.9284552', ' 30.2375472']",40.9284552,30.2375472
bursa/orhangazi,"['40.4921219', ' 29.3081543']",40.4921219,29.3081543
yozgat,"['39.7152422', ' 35.170998']",39.7152422,35.170998
salıpazarı,"['41.0812834', ' 36.8258019']",41.0812834,36.8258019
Antakya / Hatay,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Çelikhan,"['38.0333091', ' 38.2423891']",38.0333091,38.2423891
Alabama/ABD,"['33.2588817', ' -86.8295337']",33.2588817,-86.8295337
Sarikaya,"['37.5161555', ' 41.1426533']",37.5161555,41.1426533
Beykoz/ İstanbul,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
konya/çumra,"['37.5713333', ' 32.7811767']",37.5713333,32.7811767
Kadıköy / İstanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Igdir,"['37.5221197', ' 45.2363614']",37.5221197,45.2363614
Kirikkale,"['39.8410483', ' 33.5058536']",39.8410483,33.5058536
Bartin,"['41.4947715', ' 32.4354255']",41.4947715,32.4354255
ıstanbul,"['41.006381', ' 28.9758715']",41.006381,28.9758715
ÇORUM,"['40.5698389', ' 34.7269292']",40.5698389,34.7269292
İstanbul kadıkoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
SAMSUN,"['41.2303557', ' 35.9683338']",41.2303557,35.9683338
Beşiktaş/İSTANBUL,"['41.0428465', ' 29.0075283']",41.0428465,29.0075283
ılgın,"['38.366474', ' 28.572628']",38.366474,28.572628
Istanbul/maltepe,"['40.9247539', ' 29.1310782']",40.9247539,29.1310782
Konak-İzmir,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Sürmene/Trabzon,"['40.9127715', ' 40.1134808']",40.9127715,40.1134808
korkuteli,"['37.0666523', ' 30.1970497']",37.0666523,30.1970497
Seyhan,"['36.989907', ' 35.3214211']",36.989907,35.3214211
duisburg,"['51.434999', ' 6.759562']",51.434999,6.759562
"İstanbul, Bakırköy","['40.9782585', ' 28.8744461']",40.9782585,28.8744461
cankaya,"['39.8853321', ' 32.8554966']",39.8853321,32.8554966
ordu,"['40.8292569', ' 37.4082764']",40.8292569,37.4082764
izmir/bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Konya / Selçuk,"['39.0245073', ' 31.7846861']",39.0245073,31.7846861
istanbul üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Torbalı,"['38.1513559', ' 27.3616214']",38.1513559,27.3616214
Yenişehir/BURSA,"['40.2626316', ' 29.6521948']",40.2626316,29.6521948
Ankara/Gölbaşı,"['39.7925289', ' 32.8066652']",39.7925289,32.8066652
KUTAHYA,"['39.2522508', ' 29.4937732']",39.2522508,29.4937732
İstanbul/şişli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Trabzon Çaykara,"['40.7478554', ' 40.2420431']",40.7478554,40.2420431
"Kadıköy, İstanbul","['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Bayındır/İZMİR,"['38.2206046', ' 27.6472979']",38.2206046,27.6472979
antakya,"['36.2036546', ' 36.1637648']",36.2036546,36.1637648
kayseri,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
Sivas/Gemerek,"['39.1831222', ' 36.0711044']",39.1831222,36.0711044
Turhal/TOKAT,"['40.3868287', ' 36.0838319']",40.3868287,36.0838319
edirne,"['41.6759327', ' 26.5587225']",41.6759327,26.5587225
Pazarcık,"['42.1486841', ' 24.153187147015288']",42.1486841,24.153187147015288
Antakya/Hatay,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Adıyaman/Gölbaşı,"['37.7844045', ' 37.6395601']",37.7844045,37.6395601
bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
KONAK - İZMİR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
kelkit/GÜMÜŞHANE,"['40.1312372', ' 39.4360384']",40.1312372,39.4360384
GEREDE/BOLU,"['40.7987548', ' 32.2009075']",40.7987548,32.2009075
Şanlıurfa/Viranşehir,"['37.2328946', ' 39.7620135']",37.2328946,39.7620135
AĞRI,"['39.7779175', ' 43.168437098021585']",39.7779175,43.168437098021585
Akçaabat,"['41.0216276', ' 39.5706735']",41.0216276,39.5706735
Gölcük/ KOCAELI,"['40.7169247', ' 29.819588']",40.7169247,29.819588
FATSA,"['41.0308808', ' 37.500221']",41.0308808,37.500221
Sorgun,"['39.8098675', ' 35.1854305']",39.8098675,35.1854305
Suşehri,"['40.1627343', ' 38.0855664']",40.1627343,38.0855664
Yenişehir/Bursa,"['40.2626316', ' 29.6521948']",40.2626316,29.6521948
tavşanlı,"['37.5001374', ' 41.581934']",37.5001374,41.581934
Giresun-Çamoluk,"['40.1351681', ' 38.7339764']",40.1351681,38.7339764
ısparta,"['37.9465412', ' 30.9602093']",37.9465412,30.9602093
Alaplı,"['41.180375', ' 31.3861776']",41.180375,31.3861776
YOZGAT/SORGUN,"['39.8098675', ' 35.1854305']",39.8098675,35.1854305
haymana/ankara,"['39.4332899', ' 32.4947912']",39.4332899,32.4947912
Wuppertal Almanya,"['51.264018', ' 7.1780374']",51.264018,7.1780374
Nusaybin,"['37.0691755', ' 41.2164671']",37.0691755,41.2164671
Kızılcahamam,"['40.4700945', ' 32.6528555']",40.4700945,32.6528555
Ermenek/Karaman,"['36.6389037', ' 32.8888721']",36.6389037,32.8888721
Türkoğlu,"['36.851295', ' 39.521492']",36.851295,39.521492
Karsıyaka,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
İhsangazi / KASTAMONU,"['41.2040122', ' 33.5559175']",41.2040122,33.5559175
SAMSUN/BAFRA,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
ERZURUM/şenkaya,"['40.5611411', ' 42.3452549']",40.5611411,42.3452549
kozluk,"['38.1933398', ' 41.4886025']",38.1933398,41.4886025
Çermik-Diyarbakır,"['38.1354868', ' 39.449684']",38.1354868,39.449684
bulanık,"['40.5560616', ' 31.3147258']",40.5560616,31.3147258
Yahyalı/KAYSERİ,"['38.1003432', ' 35.3541006']",38.1003432,35.3541006
İSTANBUL / Avcılar,"['40.9799389', ' 28.7216689']",40.9799389,28.7216689
Silvan,"['38.1411514', ' 41.0056103']",38.1411514,41.0056103
GÜNDOĞMUŞ,"['36.814338', ' 31.9983333']",36.814338,31.9983333
Osmangazi/BURSA,"['40.182737', ' 29.0675481']",40.182737,29.0675481
GİRESUN/GÜCE,"['40.8940305', ' 38.8080266']",40.8940305,38.8080266
Bursa-Gemlik,"['40.4301652', ' 29.1570698']",40.4301652,29.1570698
Yenimahalle,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
KazımKarabekir/KARAMAN,"['37.24921325', ' 32.9517244572117']",37.24921325,32.9517244572117
UŞAK,"['38.609666', ' 29.3306506']",38.609666,29.3306506
Aliağa / İZMİR,"['38.8017371', ' 26.9734041']",38.8017371,26.9734041
GAZİANTEP,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
kızıltepe/MARDİN,"['37.1916551', ' 40.5847974']",37.1916551,40.5847974
Çumra,"['37.5713333', ' 32.7811767']",37.5713333,32.7811767
AKSARAY,"['38.4326291', ' 33.8976963']",38.4326291,33.8976963
Çekirge,"['40.2014492', ' 29.0238352']",40.2014492,29.0238352
GÜLNAR,"['36.3386638', ' 33.3990129']",36.3386638,33.3990129
iskenderun,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
AKHİSAR/MANİSA,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
Silivri,"['41.0742476', ' 28.2481709']",41.0742476,28.2481709
SAKARYA,"['40.7731834', ' 30.481606']",40.7731834,30.481606
horasan,"['40.0400073', ' 42.1690102']",40.0400073,42.1690102
gürpınar,"['35.2257688', ' 33.1284496']",35.2257688,33.1284496
Gönen / Balıkesir,"['40.1044116', ' 27.6563981']",40.1044116,27.6563981
İZMİT,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
DÖRTYOL,"['36.8371017', ' 36.2274002']",36.8371017,36.2274002
ERZURUM,"['39.90632', ' 41.2727715']",39.90632,41.2727715
BİNGÖL,"['39.073803', ' 40.7296181']",39.073803,40.7296181
serik,"['36.9168682', ' 31.1047478']",36.9168682,31.1047478
kemer,"['40.417786', ' 27.067106']",40.417786,27.067106
KAHRAMANMARAS,"['37.5812744', ' 36.927509']",37.5812744,36.927509
Şarkışla,"['39.3504952', ' 36.4097977']",39.3504952,36.4097977
KAHRAMANMARAŞ/MERKEZ,"['37.6135295', ' 37.290957']",37.6135295,37.290957
antalya / gazipaşa,"['36.2682712', ' 32.3175066']",36.2682712,32.3175066
Altındağ / ANKARA,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
kabataş,"['40.7523911', ' 37.4499322']",40.7523911,37.4499322
"Bratosh, Shkoder, Arnavutluk","['42.3367537', ' 19.4888442']",42.3367537,19.4888442
Ergani/Diyarbakır,"['38.2689763', ' 39.7609219']",38.2689763,39.7609219
ISPARTA,"['37.9465412', ' 30.9602093']",37.9465412,30.9602093
İstanbul Maltepe,"['40.9247539', ' 29.1310782']",40.9247539,29.1310782
Adana/ Seyhan,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
sakarya,"['40.7731834', ' 30.481606']",40.7731834,30.481606
karapınar/konya,"['37.7177584', ' 33.5476273']",37.7177584,33.5476273
Selçuklu/ Konya,"['37.872734', ' 32.4924376']",37.872734,32.4924376
kahramanmaraş,"['37.5812744', ' 36.927509']",37.5812744,36.927509
Doğanhisar/KONYA,"['38.1460169', ' 31.6768638']",38.1460169,31.6768638
ANTAKYA,"['36.2036546', ' 36.1637648']",36.2036546,36.1637648
Akcadag,"['39.0263117', ' 43.6269724']",39.0263117,43.6269724
Altınyayla/Burdur,"['36.9961788', ' 29.5467695']",36.9961788,29.5467695
Tokat/Turhal,"['40.3868287', ' 36.0838319']",40.3868287,36.0838319
UZUNKÖPRÜ,"['41.2775715', ' 26.675132']",41.2775715,26.675132
balıkesir bigadiç,"['39.391505', ' 28.1322269']",39.391505,28.1322269
şanlıurfa/viranşehir,"['37.2328946', ' 39.7620135']",37.2328946,39.7620135
bingöl,"['39.073803', ' 40.7296181']",39.073803,40.7296181
cihanbeyli,"['38.6589897', ' 32.9237305']",38.6589897,32.9237305
KONYASelçuklu,"['49.790952', '20.3793521']",49.790952,20.3793521
Azerbaycan / Bakü,"['40.3755885', ' 49.8328009']",40.3755885,49.8328009
Şanlıurfa/Hilvan,"['37.520939', ' 38.981094']",37.520939,38.981094
ERZURUM/HORASAN,"['40.0400073', ' 42.1690102']",40.0400073,42.1690102
yenimahalle,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
Gürün/SİVAS,"['38.7213343', ' 37.270935']",38.7213343,37.270935
Levent/IST,"['41.0815723', '29.0169502']",41.0815723,29.0169502
MUĞLA/MERKEZ,"['37.2178776', ' 28.3645937']",37.2178776,28.3645937
ALADAĞ,"['37.5469138', ' 35.3950971']",37.5469138,35.3950971
denizli,"['37.8275892', ' 29.2389539']",37.8275892,29.2389539
Gölbaşı/Adıyaman,"['37.7844045', ' 37.6395601']",37.7844045,37.6395601
Konya / Beyşehir,"['37.6754536', ' 31.7269088']",37.6754536,31.7269088
Ardeşen,"['41.191875', ' 40.9894178']",41.191875,40.9894178
KIRIKHAN,"['39.5523706', ' 41.3079506']",39.5523706,41.3079506
dursunbey/balikesir,"['39.5880141', ' 28.6253818']",39.5880141,28.6253818
Fatih/İSTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Bakırköy/İSTANBUL,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
"Talipli Köyü, Bulancak/Giresun","['40.938061', '38.262135']",40.938061,38.262135
Siverek / Ş.URFA,"['37.7540905', ' 39.3177426']",37.7540905,39.3177426
Fatih/ Istanbul,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Karakoyunlu/Iğdır,"['39.9711462', ' 44.1736563']",39.9711462,44.1736563
Kuşadası / Aydın,"['37.8632398', ' 27.266873']",37.8632398,27.266873
nevşehir,"['38.7235072', ' 34.7194168']",38.7235072,34.7194168
başçiftlik,"['40.5469067', ' 37.1683222']",40.5469067,37.1683222
Tire/İzmir,"['38.086822', ' 27.7338358']",38.086822,27.7338358
menemen,"['38.6093916', ' 27.0664452']",38.6093916,27.0664452
Melikgazi/Kayseri,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
golkoy,"['41.4544833', ' 33.7353679']",41.4544833,33.7353679
sınop,"['41.6476377', ' 34.9560137']",41.6476377,34.9560137
Şahinbey/GAZİANTEP/TÜRKİYE,"['37.0575903', ' 37.3794008']",37.0575903,37.3794008
İSTANBUL/ÜSKÜDAR,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Bursa / Nilüfer,"['40.2129489', ' 28.9627863']",40.2129489,28.9627863
Yenimahalle- Ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
İSTANBUL - BAKIRKÖY,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
KAHRAMANMARAŞ,"['37.5812744', ' 36.927509']",37.5812744,36.927509
ORDU,"['40.8292569', ' 37.4082764']",40.8292569,37.4082764
Yıldırım,"['35.2395041', ' 33.7808514']",35.2395041,33.7808514
ARDAHAN,"['41.0372501', ' 42.7462189']",41.0372501,42.7462189
Erdek,"['40.3974352', ' 27.7909871']",40.3974352,27.7909871
İstanbul/Bağcılar,"['41.034547', ' 28.8567558']",41.034547,28.8567558
orhaneli,"['39.9026561', ' 28.9866861']",39.9026561,28.9866861
Meram,"['37.8679527', ' 32.4946514']",37.8679527,32.4946514
elbistan,"['38.527437', ' 36.7113411']",38.527437,36.7113411
Beşikdüzü,"['41.0527305', ' 39.2280377']",41.0527305,39.2280377
KIRKLARELİ,"['41.7078046', ' 27.6051334']",41.7078046,27.6051334
sivas sarkışla,"['39.3504952', ' 36.4097977']",39.3504952,36.4097977
GÜMÜŞHACIKÖY,"['40.8736228', ' 35.2158969']",40.8736228,35.2158969
TOKAT/ZİLE,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
Anamur,"['36.080323', ' 32.8312106']",36.080323,32.8312106
Tehran / IRAN,"['35.6892523', ' 51.3896004']",35.6892523,51.3896004
manisa/akhisar,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
karaman,"['37.1796848', ' 33.3383665']",37.1796848,33.3383665
mersin/tarsus,"['36.9164834', ' 34.895149']",36.9164834,34.895149
Devrek,"['41.2188823', ' 31.9558348']",41.2188823,31.9558348
YENİMAHALLE ANKARA,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
Rusya,"['64.6863136', ' 97.7453061']",64.6863136,97.7453061
istanbul Bahçelievler,"['40.9954814', ' 28.8633136']",40.9954814,28.8633136
Aydın/ÇİNE,"['37.6124716', ' 28.0623096']",37.6124716,28.0623096
Alanya/ANTALYA,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
Lefkoşa,"['35.1746503', ' 33.3638783']",35.1746503,33.3638783
izmir/konak,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
MANİSA - Akhisar,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
D.Bayazıt/ AĞRI,"['39.5571581', ' 44.0769807']",39.5571581,44.0769807
elazığ,"['38.5824771', ' 39.396179']",38.5824771,39.396179
Kadirli,"['37.5281756', ' 36.408976']",37.5281756,36.408976
Çorlu/TEKİRDAĞ,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
kağıthane,"['41.0812087', ' 28.9730151']",41.0812087,28.9730151
lüleburgaz/kırklareli,"['41.4041358', ' 27.3554651']",41.4041358,27.3554651
Manisa/Soma,"['39.185172', ' 27.6088792']",39.185172,27.6088792
Malatya/Merkez,"['38.3572053', ' 38.2892847']",38.3572053,38.2892847
Charsadda-Pakistan,"['34.1461506', ' 71.7337464']",34.1461506,71.7337464
Yerköy,"['39.6413341', ' 34.4682658']",39.6413341,34.4682658
Silifke,"['36.3778166', ' 33.9260372']",36.3778166,33.9260372
İstanbul-Bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
KÜÇÜKÇEKMECE,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
Çankaya/ANKARA,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
Marmaris,"['36.8522547', ' 28.2742661']",36.8522547,28.2742661
istanbul fatih,"['41.006381', ' 28.9758715']",41.006381,28.9758715
"Azerbaycan,Baku","['40.3755885', ' 49.8328009']",40.3755885,49.8328009
edremit/balıkesir,"['39.597846', ' 27.0181836']",39.597846,27.0181836
BURSA /OSMANGAZİ,"['40.182737', ' 29.0675481']",40.182737,29.0675481
çorum merkez,"['40.5491496', ' 34.9602453']",40.5491496,34.9602453
gebze,"['40.8006696', ' 29.431767']",40.8006696,29.431767
zonguldak,"['41.250324', ' 31.8389738']",41.250324,31.8389738
Çorlu,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
Karedeniz Ereğli,"['41.269551', '36.3259343']",41.269551,36.3259343
ARTVİN,"['41.160506', ' 41.8398627']",41.160506,41.8398627
Çaycuma,"['41.4269456', ' 32.0728211']",41.4269456,32.0728211
İznik,"['40.4303445', ' 29.7223732']",40.4303445,29.7223732
Artova /Tokat,"['40.117866', ' 36.2916457']",40.117866,36.2916457
Keçiören/ Ankara,"['39.977713', ' 32.8669801']",39.977713,32.8669801
rize,"['40.9569617', ' 40.884428']",40.9569617,40.884428
aydıncık/mersin,"['36.1452033', ' 33.3224232']",36.1452033,33.3224232
Vezirköprü,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
Erdemli,"['36.6057089', ' 34.3102872']",36.6057089,34.3102872
Palu/ELAZIĞ,"['38.6934846', ' 39.9288811']",38.6934846,39.9288811
Akhisar,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
Besni,"['37.6910896', ' 37.8622739']",37.6910896,37.8622739
YÜREĞİR,"['39.1304752', ' 28.2898635']",39.1304752,28.2898635
CARDAK,"['44.9515491', ' 18.393597135287088']",44.9515491,18.393597135287088
